track_id, type, traveled_d, avg_speed
_742, Car, 214.39, 16.079006
_743, Taxi, 73.89, 26.078223
_744, Car, 99.89, 9.933982
_745, Heavy Vehicle, 358.48, 11.420551
_746, Taxi, 286.99, 9.062990
_747, Motorcycle, 34.42, 8.979222
_748, Motorcycle, 233.90, 27.517151
_749, Car, 488.30, 31.730687
_750, Taxi, 233.68, 23.630546
_751, Taxi, 235.37, 25.833162
_752, Motorcycle, 481.87, 38.378908
_753, Motorcycle, 480.25, 42.168530
_754, Motorcycle, 362.18, 15.862091
_755, Medium Vehicle, 481.45, 34.944092
_756, Car, 102.85, 22.856662
_757, Taxi, 480.83, 32.783820
_758, Taxi, 267.46, 15.235178
_759, Motorcycle, 34.40, 12.383798
_760, Taxi, 234.59, 27.067650
_761, Taxi, 51.45, 16.245932
_762, Taxi, 234.77, 25.457262
_763, Car, 480.12, 36.931980
_764, Medium Vehicle, 267.19, 15.316538
_765, Taxi, 460.93, 38.770136
_766, Car, 355.95, 15.291465
_767, Car, 478.56, 22.201037
_768, Car, 349.27, 14.723394
_769, Car, 50.57, 18.962027
_770, Bus, 482.18, 36.776650
_771, Motorcycle, 344.44, 16.893541
_772, Car, 350.31, 15.157687
_773, Car, 52.60, 18.936616
_774, Taxi, 462.80, 21.305461
_775, Motorcycle, 18.22, 2.359903
_776, Car, 348.11, 15.062348
_777, Motorcycle, 346.76, 17.833336
_778, Motorcycle, 345.28, 18.333488
_779, Car, 459.71, 22.304005
_780, Car, 361.31, 15.124804
_781, Car, 461.33, 21.852384
_782, Motorcycle, 455.26, 23.413540
_783, Car, 479.25, 21.091638
_784, Car, 181.37, 10.298572
_785, Car, 351.08, 18.864121
_786, Motorcycle, 214.73, 17.026924
_787, Car, 41.60, 3.941131
_788, Car, 349.69, 11.120926
_789, Motorcycle, 34.52, 0.903269
_790, Car, 243.15, 18.864762
_791, Medium Vehicle, 360.65, 10.892201
_792, Car, 191.40, 22.226963
_793, Taxi, 98.66, 9.866370
_794, Taxi, 181.09, 14.749405
_795, Motorcycle, 449.93, 38.565616
_796, Car, 481.61, 30.417412
_797, Motorcycle, 230.88, 29.898110
_798, Medium Vehicle, 59.91, 11.351623
_799, Car, 457.56, 35.809068
_800, Car, 471.96, 31.580967
_801, Car, 473.40, 30.873697
_802, Motorcycle, 101.87, 10.722929
_803, Motorcycle, 97.26, 10.119253
_804, Motorcycle, 440.49, 43.565146
_805, Car, 471.18, 29.551186
_806, Car, 466.07, 32.020263
_807, Taxi, 227.21, 28.801845
_808, Taxi, 481.65, 31.526361
_809, Car, 460.63, 37.859860
_810, Car, 60.84, 11.407285
_811, Car, 468.72, 20.478174
_812, Car, 474.03, 33.994447
_813, Motorcycle, 456.51, 42.139462
_814, Car, 479.39, 20.399511
_815, Car, 483.71, 30.766304
_816, Motorcycle, 94.59, 3.331807
_817, Car, 63.87, 17.159066
_818, Car, 468.19, 42.137100
_819, Car, 478.64, 22.148038
_820, Taxi, 473.67, 20.948337
_821, Heavy Vehicle, 202.45, 15.775113
_822, Taxi, 454.49, 22.599003
_823, Car, 219.35, 17.547868
_824, Car, 468.84, 21.150712
_825, Bus, 371.61, 13.877621
_826, Car, 27.06, 6.765294
_827, Car, 253.01, 9.628397
_828, Taxi, 406.15, 23.582695
_829, Car, 212.67, 17.804702
_830, Car, 35.35, 12.236411
_831, Car, 212.14, 11.677222
_832, Car, 31.34, 4.863400
_833, Car, 215.37, 11.108092
_834, Motorcycle, 156.08, 13.314917
_835, Motorcycle, 413.99, 30.047492
_836, Car, 478.77, 33.532863
_837, Motorcycle, 451.34, 50.460264
_838, Motorcycle, 100.29, 17.357495
_839, Car, 478.12, 31.524368
_840, Bus, 479.07, 29.735381
_841, Taxi, 50.68, 16.586022
_842, Car, 25.80, 14.511369
_843, Motorcycle, 213.06, 13.844810
_844, Motorcycle, 441.61, 52.992695
_845, Motorcycle, 32.43, 11.446843
_846, Motorcycle, 436.80, 47.941742
_847, Motorcycle, 468.05, 48.698520
_848, Motorcycle, 296.05, 16.447418
_849, Taxi, 465.60, 41.903885
_850, Car, 415.92, 23.468714
_851, Taxi, 203.99, 11.582983
_852, Bus, 13.20, 0.754417
_853, Taxi, 441.15, 35.930482
_854, Medium Vehicle, 463.88, 33.003629
_855, Car, 220.33, 22.924557
_856, Car, 206.81, 12.408563
_857, Taxi, 221.16, 14.268161
_858, Car, 139.86, 9.795572
_859, Car, 193.38, 11.920961
_860, Taxi, 289.36, 17.837358
_861, Taxi, 87.63, 25.037087
_862, Car, 183.03, 11.766315
_863, Taxi, 251.25, 16.326631
_864, Taxi, 87.57, 5.752674
_865, Taxi, 209.44, 14.119789
_866, Taxi, 150.18, 10.124376
_867, Motorcycle, 210.70, 14.366158
_868, Car, 196.05, 13.366914
_869, Car, 199.66, 13.983890
_870, Taxi, 80.98, 5.738456
_871, Motorcycle, 175.22, 12.873500
_872, Motorcycle, 38.25, 4.683202
_873, Car, 75.03, 5.604158
_874, Car, 192.21, 14.977421
_875, Taxi, 271.65, 21.731873
_876, Car, 193.08, 28.255496
_877, Car, 67.89, 5.847000
_878, Car, 85.09, 7.774332
_879, Motorcycle, 89.64, 8.403301
_880, Car, 152.01, 15.033822
_881, Taxi, 64.07, 20.968914
_882, Car, 62.43, 7.696610
_883, Medium Vehicle, 51.78, 6.383882
_884, Taxi, 80.70, 10.017732
_885, Motorcycle, 319.68, 41.101456
_886, Motorcycle, 290.50, 38.168162
_887, Motorcycle, 258.99, 34.532510
_888, Car, 74.17, 10.270114
_889, Medium Vehicle, 206.10, 28.758536
_890, Motorcycle, 269.75, 39.476335
_891, Car, 172.87, 25.716179
_892, Taxi, 71.61, 11.307018
_893, Car, 56.67, 9.106967
_894, Car, 52.92, 19.051912
_895, Heavy Vehicle, 152.31, 25.152587
_896, Heavy Vehicle, 141.16, 23.970741
_897, Motorcycle, 87.53, 14.863487
_898, Car, 171.03, 29.889448
_899, Bus, 117.58, 22.515684
_900, Motorcycle, 131.60, 26.320022
_901, Motorcycle, 126.41, 26.457188
_902, Taxi, 30.90, 8.557196
_903, Motorcycle, 132.71, 28.437118
_904, Car, 133.13, 29.583725
_905, Motorcycle, 165.12, 37.152372
_906, Car, 118.60, 29.245050
_907, Motorcycle, 37.66, 9.969678
_908, Motorcycle, 138.00, 36.529856
_909, Car, 101.94, 28.670845
_910, Motorcycle, 59.54, 19.485427
_911, Car, 94.90, 28.470766
_912, Medium Vehicle, 61.25, 20.045964
_913, Car, 103.15, 34.382062
_914, Car, 85.62, 29.078771
_915, Car, 28.45, 10.241356
_916, Car, 81.18, 30.441531
_917, Car, 36.92, 14.445338
_918, Car, 78.83, 30.846243
_919, Motorcycle, 19.50, 9.234518
_920, Car, 48.97, 24.486209
_921, Motorcycle, 46.68, 30.007124
_922, Car, 35.00, 23.335533
